,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
skill_home[385],-0.338069,0.467272,1.02523,-1.93588,-0.40122,1.391,4.814,0.000314939,1.73056
skill_home[386],-0.148477,0.467376,1.01326,-1.71409,-0.214856,1.55224,4.70012,0.000307489,1.77334
skill_home[387],0.150172,0.466691,1.01666,-1.42593,0.0890309,1.86356,4.74558,0.000310463,1.7578
skill_home[388],-0.0287096,0.465864,1.00452,-1.57554,-0.0953981,1.66678,4.64947,0.000304176,1.79821
skill_home[389],0.152096,0.466041,1.01592,-1.41719,0.0850519,1.86669,4.75193,0.000310878,1.75569
skill_home[390],-0.149317,0.465454,1.00038,-1.69261,-0.219475,1.53146,4.61926,0.000302199,1.8114
skill_home[391],-0.147131,0.466486,1.01255,-1.7098,-0.204218,1.56074,4.71147,0.000308232,1.77033
skill_home[392],0.272705,0.466289,1.0094,-1.27443,0.206661,1.97928,4.68611,0.000306572,1.78493
skill_home[393],-0.147391,0.466659,1.01268,-1.71268,-0.218731,1.55725,4.70923,0.000308085,1.7761
skill_home[394],0.154403,0.466792,1.01846,-1.4231,0.0877353,1.86833,4.76033,0.000311428,1.75413
skill_home[395],0.0435134,0.466547,1.02397,-1.54668,-0.0198471,1.7694,4.8171,0.000315142,1.72843
skill_home[396],-0.148127,0.466102,1.0124,-1.70751,-0.220384,1.55609,4.71785,0.000308649,1.76655
skill_home[397],0.0459063,0.466833,1.02461,-1.54397,-0.0202794,1.77704,4.81721,0.000315149,1.72827
skill_home[398],0.0445799,0.466587,1.02521,-1.54789,-0.0201749,1.77588,4.82793,0.000315851,1.72837
skill_home[399],-0.338232,0.467019,1.02414,-1.9244,-0.405541,1.38329,4.809,0.000314612,1.72916
skill_home[400],-0.067519,0.466225,1.00011,-1.60637,-0.136674,1.61111,4.60155,0.000301041,1.82311
skill_home[401],-0.145165,0.467784,1.04272,-1.75818,-0.207422,1.604,4.96875,0.000325064,1.67911
skill_home[402],0.043751,0.466387,1.02364,-1.53859,-0.0213827,1.76875,4.81727,0.000315153,1.7304
skill_home[403],0.0447441,0.466496,1.02321,-1.53247,-0.0202273,1.76457,4.81099,0.000314743,1.73234
skill_home[404],-0.14521,0.466175,1.01482,-1.70897,-0.210563,1.5607,4.73892,0.000310028,1.76104
skill_home[405],-0.147589,0.467225,1.04264,-1.76556,-0.204434,1.61489,4.97985,0.000325789,1.67362
skill_home[406],-0.443981,0.466035,1.016,-2.00489,-0.515828,1.26123,4.75285,0.000310939,1.75401
skill_home[407],-0.146916,0.467573,1.03954,-1.76272,-0.2027,1.6016,4.9429,0.000323372,1.68332
skill_home[408],-0.145127,0.466532,1.04157,-1.76169,-0.2042,1.61296,4.98438,0.000326086,1.67044
skill_home[409],-0.148388,0.467759,1.04064,-1.77283,-0.203466,1.60211,4.94949,0.000323804,1.68293
skill_home[410],-0.147321,0.467275,1.04163,-1.75748,-0.206334,1.60574,4.96917,0.000325091,1.67715
skill_home[411],-0.0651005,0.465881,0.998267,-1.59374,-0.137174,1.61201,4.59137,0.000300375,1.82693
skill_home[412],-0.146702,0.466035,1.01202,-1.6995,-0.217052,1.56002,4.71565,0.000308505,1.77277
skill_home[413],0.149673,0.466323,1.01739,-1.42108,0.0791542,1.86667,4.75993,0.000311402,1.75249
skill_home[414],-0.569552,0.467354,1.01032,-2.12196,-0.638174,1.1328,4.67334,0.000305737,1.78509
skill_home[415],-0.442677,0.465718,1.01593,-2.01312,-0.501803,1.27373,4.75862,0.000311316,1.75297
skill_home[416],0.152119,0.466457,1.01763,-1.41335,0.0878964,1.86364,4.75943,0.00031137,1.7547
skill_home[417],0.0461812,0.466497,1.02618,-1.54694,-0.0114781,1.77097,4.83893,0.00031657,1.7229
skill_home[418],0.0471719,0.466615,1.02577,-1.5419,-0.0107847,1.77108,4.83265,0.000316159,1.72462
skill_home[419],-0.516857,0.466586,1.01228,-2.09013,-0.583248,1.18025,4.70694,0.000307936,1.77381
skill_home[420],-0.513837,0.466209,1.01211,-2.07092,-0.579894,1.18767,4.71297,0.00030833,1.76898
skill_home[421],-0.400524,0.464018,0.99837,-1.93399,-0.471666,1.28067,4.62928,0.000302855,1.80954
skill_home[422],-0.337059,0.4666,1.02529,-1.92899,-0.40371,1.38593,4.82842,0.000315883,1.72688
skill_home[423],-0.338721,0.46737,1.02736,-1.9371,-0.399772,1.38827,4.83196,0.000316114,1.7228
skill_home[424],-0.147029,0.467196,1.04169,-1.75817,-0.212359,1.62019,4.97139,0.000325236,1.67664
skill_home[425],-0.147876,0.467318,1.04226,-1.76317,-0.207322,1.60718,4.97426,0.000325424,1.67627
skill_home[426],-0.446719,0.466271,1.01479,-2.0169,-0.514038,1.25941,4.7367,0.000309882,1.75745
skill_home[427],0.153178,0.466281,1.01658,-1.42273,0.0932466,1.85682,4.75319,0.000310961,1.75484
skill_home[428],-0.338292,0.466378,1.0272,-1.92603,-0.399124,1.39243,4.85107,0.000317364,1.71942
skill_home[429],-0.515484,0.465064,1.00956,-2.06524,-0.581477,1.18496,4.71235,0.000308289,1.77233
skill_home[430],0.044487,0.46481,1.0016,-1.49242,-0.0271171,1.739,4.64341,0.000303779,1.8012
skill_home[431],-0.146692,0.466064,1.01238,-1.70372,-0.208252,1.56399,4.71838,0.000308684,1.76895
skill_home[432],-0.337656,0.466365,1.0253,-1.92684,-0.396446,1.38491,4.83338,0.000316208,1.72319
skill_home[433],-0.338562,0.466782,1.02505,-1.92882,-0.395297,1.38873,4.82242,0.00031549,1.72805
skill_home[434],-0.0649762,0.465467,0.997059,-1.59433,-0.135061,1.60747,4.58843,0.000300182,1.82706
skill_home[435],-0.0295653,0.466234,1.00608,-1.57464,-0.102002,1.67131,4.65644,0.000304631,1.79668
skill_home[436],0.218667,0.464163,1.00796,-1.32784,0.154527,1.92111,4.71573,0.000308511,1.77372
skill_home[437],-0.14732,0.464764,0.998896,-1.68223,-0.220776,1.53278,4.61931,0.000302202,1.81451
skill_home[438],0.0453454,0.465321,1.00149,-1.5021,-0.0260595,1.72882,4.63219,0.000303045,1.80851
skill_home[439],-0.336548,0.465816,1.02269,-1.92099,-0.397031,1.39101,4.82011,0.000315339,1.72865
skill_home[440],-0.288465,0.466498,0.997919,-1.81997,-0.363279,1.39276,4.57606,0.000299373,1.83557
skill_home[441],-0.145294,0.467636,1.01495,-1.7065,-0.214768,1.55702,4.71062,0.000308176,1.77104
skill_home[442],-0.337911,0.465299,1.02364,-1.91827,-0.40495,1.38953,4.83984,0.00031663,1.72205
skill_home[443],-0.641922,0.465512,1.00389,-2.19418,-0.714669,1.04236,4.6506,0.00030425,1.79597
skill_home[444],-0.607438,0.465559,1.0067,-2.16036,-0.675907,1.09193,4.6757,0.000305892,1.7853
skill_home[445],-0.260718,0.466463,1.00708,-1.81234,-0.33015,1.43761,4.66112,0.000304938,1.79094
skill_home[446],0.0438073,0.463238,0.991069,-1.48243,-0.0264605,1.7085,4.5772,0.000299447,1.84072
skill_home[447],-0.0321158,0.466835,1.00628,-1.58453,-0.0987356,1.66451,4.64639,0.000303974,1.79919
skill_home[448],0.0430026,0.467747,1.02579,-1.54667,-0.0174532,1.77091,4.80946,0.000314642,1.73097
skill_home[449],0.151535,0.467029,1.01772,-1.41721,0.0822363,1.86109,4.7486,0.000310661,1.75573
skill_home[450],-0.718437,0.467115,1.0039,-2.25789,-0.792178,0.976752,4.6188,0.000302169,1.81171
skill_home[451],-0.443367,0.465476,1.01633,-2.02449,-0.509806,1.26453,4.76733,0.000311886,1.74929
skill_home[452],0.149593,0.466664,1.0169,-1.41279,0.0874173,1.86608,4.74844,0.00031065,1.75498
skill_home[453],-0.144855,0.465241,1.01061,-1.70818,-0.209402,1.55905,4.71862,0.0003087,1.76879
skill_home[454],-0.513264,0.466286,1.01262,-2.06415,-0.583753,1.19179,4.71619,0.00030854,1.76826
skill_home[455],0.148927,0.466409,1.0162,-1.41987,0.0818611,1.85616,4.74709,0.000310562,1.75683
skill_home[456],-0.515739,0.464537,1.00956,-2.07578,-0.583019,1.1846,4.72307,0.000308991,1.76698
skill_home[457],0.0437828,0.466975,1.02486,-1.53412,-0.0159671,1.76842,4.81665,0.000315113,1.72912
skill_home[458],-0.334672,0.465274,0.993369,-1.85068,-0.407118,1.34268,4.55832,0.000298212,1.84145
skill_home[459],-0.033037,0.466351,1.00551,-1.57966,-0.103309,1.6557,4.64886,0.000304136,1.80006
skill_home[460],0.0425822,0.466924,1.02661,-1.55222,-0.0193191,1.77025,4.83414,0.000316257,1.7253
skill_home[461],-0.801998,0.465825,0.999342,-2.33882,-0.870513,0.877418,4.60239,0.000301096,1.82147
skill_home[462],0.492985,0.465734,1.00211,-1.04674,0.430624,2.18356,4.6297,0.000302882,1.80887
skill_home[463],-0.514374,0.466547,1.0114,-2.07971,-0.57966,1.18077,4.6995,0.000307448,1.77446
skill_home[464],0.0462029,0.466695,1.0233,-1.53249,-0.017566,1.77278,4.80773,0.000314529,1.73521
skill_home[465],-0.147396,0.465342,1.01238,-1.71417,-0.211271,1.54822,4.7331,0.000309647,1.76882
skill_home[466],-0.340302,0.466929,1.02401,-1.92871,-0.40317,1.38318,4.80962,0.000314653,1.73334
skill_home[467],0.401821,0.467223,1.006,-1.14121,0.329687,2.0973,4.63603,0.000303296,1.80428
skill_home[468],-0.757194,0.465878,1.00065,-2.29578,-0.826496,0.92654,4.61341,0.000301816,1.8138
skill_home[469],0.251116,0.464832,0.994928,-1.26743,0.174126,1.9273,4.58132,0.000299717,1.8324
skill_home[470],-0.147335,0.464884,0.990547,-1.6609,-0.226456,1.52557,4.54005,0.000297017,1.85701
skill_home[471],-0.337416,0.466643,1.02501,-1.91518,-0.396355,1.38976,4.82489,0.000315652,1.72704
skill_home[472],-0.336814,0.465659,1.02446,-1.91771,-0.401784,1.38558,4.8401,0.000316647,1.72276
skill_home[473],-0.143548,0.463282,1.00852,-1.69788,-0.207868,1.55232,4.73886,0.000310024,1.75826
skill_home[474],-0.148537,0.466441,1.01388,-1.70847,-0.212361,1.56403,4.72479,0.000309103,1.76967
skill_home[475],-0.339869,0.467469,1.02763,-1.93092,-0.405936,1.38887,4.83249,0.000316149,1.72503
skill_home[476],-0.145427,0.466665,1.03835,-1.76058,-0.200204,1.60034,4.9508,0.000323889,1.68312
skill_home[477],-0.443998,0.466233,1.01588,-2.01588,-0.511661,1.2638,4.74766,0.000310599,1.75636
skill_home[478],0.152897,0.466702,1.0159,-1.40863,0.0789874,1.86948,4.73826,0.000309984,1.75852
skill_home[479],-0.33912,0.465856,1.00145,-1.87588,-0.415749,1.34495,4.62121,0.000302327,1.81286
skill_home[480],-0.147457,0.468727,1.04121,-1.77596,-0.207052,1.59584,4.93446,0.00032282,1.68572
skill_home[481],-0.565276,0.466047,1.00954,-2.12454,-0.632637,1.13634,4.69237,0.000306982,1.78228
skill_home[482],-0.145861,0.46382,0.991766,-1.66328,-0.216101,1.52172,4.57214,0.000299116,1.83826
skill_home[483],-0.148055,0.466236,1.04041,-1.77208,-0.210235,1.59559,4.9796,0.000325773,1.67465
skill_home[484],-0.0671499,0.466253,0.998459,-1.59488,-0.141145,1.61611,4.58582,0.000300011,1.82979
skill_home[485],0.0430357,0.465049,1.02234,-1.54224,-0.0164544,1.76531,4.83277,0.000316167,1.72429
skill_home[486],-0.146344,0.466686,1.01208,-1.70233,-0.214652,1.56715,4.70305,0.000307681,1.77128
skill_home[487],0.0437521,0.465581,1.02317,-1.53123,-0.018073,1.7643,4.82957,0.000315958,1.72982
skill_home[488],-0.145885,0.467433,1.04078,-1.7624,-0.204597,1.59919,4.95763,0.000324336,1.68019
skill_home[489],-0.566633,0.465651,1.00815,-2.11907,-0.633749,1.13235,4.68739,0.000306656,1.77942
skill_home[490],0.103994,0.464181,0.997362,-1.42542,0.0321362,1.78546,4.61669,0.000302031,1.8169
skill_home[491],-0.148599,0.466544,1.01401,-1.71239,-0.211459,1.55618,4.72386,0.000309042,1.77051
skill_home[492],-0.0670215,0.466585,0.996765,-1.59465,-0.140718,1.60973,4.56378,0.00029857,1.83864
skill_home[493],-0.0310304,0.465801,1.00597,-1.5706,-0.0953433,1.65978,4.66412,0.000305134,1.79437
skill_home[494],0.221903,0.465832,1.01184,-1.33642,0.155911,1.92984,4.71806,0.000308663,1.77189
skill_home[495],-0.0303771,0.465615,1.00639,-1.57623,-0.0932691,1.65571,4.67171,0.000305631,1.7916
skill_home[496],-0.0851494,0.464277,0.990579,-1.6048,-0.158412,1.58445,4.55222,0.000297814,1.84757
skill_home[497],-0.145113,0.467463,1.04092,-1.75969,-0.204856,1.61156,4.9584,0.000324386,1.68027
skill_home[498],-0.264769,0.466623,1.00747,-1.81291,-0.330848,1.42601,4.66153,0.000304965,1.79548
skill_home[499],-0.0644735,0.46516,0.998065,-1.59002,-0.132962,1.61773,4.60377,0.000301186,1.82377
skill_home[500],-0.149352,0.466913,1.0419,-1.76691,-0.209349,1.61431,4.97947,0.000325765,1.67468
skill_home[501],-0.513389,0.464999,1.00991,-2.07529,-0.577488,1.18061,4.71698,0.000308592,1.7694
skill_home[502],0.0455781,0.464819,1.00082,-1.48864,-0.0249297,1.72963,4.63604,0.000303297,1.80406
skill_home[503],0.222719,0.465911,1.01287,-1.33409,0.157777,1.92222,4.72612,0.00030919,1.7656
skill_home[504],0.0444094,0.465472,1.02265,-1.53472,-0.0221113,1.76818,4.82687,0.000315781,1.72671
skill_home[505],0.0445659,0.467807,1.02617,-1.54752,-0.0180931,1.77792,4.81178,0.000314794,1.73035
skill_home[506],-0.148204,0.467917,1.04026,-1.76868,-0.203344,1.59975,4.94245,0.000323343,1.68591
skill_home[507],-0.0819445,0.46442,0.991722,-1.60228,-0.152856,1.58796,4.55992,0.000298317,1.84149
skill_home[508],-0.147049,0.4661,1.0117,-1.70628,-0.213143,1.55346,4.71134,0.000308223,1.76972
skill_home[509],0.222707,0.46615,1.01107,-1.33621,0.155472,1.92352,4.70446,0.000307773,1.77732
skill_home[510],0.276247,0.465053,1.00847,-1.27766,0.213328,1.96896,4.70241,0.000307639,1.77829
skill_home[511],0.0460154,0.466698,1.02575,-1.54614,-0.0127468,1.77769,4.8307,0.000316032,1.72562
skill_home[512],0.104744,0.466871,1.00095,-1.43155,0.0324361,1.79783,4.59658,0.000300716,1.82313
skill_home[513],-0.337125,0.466302,1.0248,-1.92978,-0.399122,1.37952,4.82999,0.000315985,1.72453
skill_home[514],0.152983,0.465685,0.999337,-1.38796,0.0821171,1.83771,4.6051,0.000301273,1.82016
skill_home[515],-0.33856,0.466937,1.02651,-1.93511,-0.402083,1.39583,4.83288,0.000316175,1.72372
skill_home[516],-0.145521,0.466097,1.01157,-1.70074,-0.220852,1.56002,4.71022,0.00030815,1.77229
skill_home[517],-0.0319427,0.464397,1.00412,-1.57716,-0.0998427,1.66202,4.67509,0.000305852,1.78879
skill_home[518],-0.262226,0.46549,1.00618,-1.81197,-0.331899,1.43139,4.67225,0.000305666,1.78927
skill_home[519],-0.147978,0.467244,1.04212,-1.76247,-0.203377,1.61374,4.97447,0.000325437,1.67471
skill_home[520],0.0481158,0.465258,1.00184,-1.49067,-0.0193086,1.73309,4.63665,0.000303337,1.8075
skill_home[521],-0.339325,0.467955,1.02783,-1.93542,-0.408773,1.38878,4.82426,0.000315611,1.72798
skill_home[522],-0.338288,0.466556,1.02341,-1.92544,-0.39696,1.38141,4.81163,0.000314784,1.72959
skill_home[523],-0.14885,0.465875,1.01139,-1.7137,-0.213911,1.5528,4.71305,0.000308335,1.76904
skill_home[524],-0.147929,0.467349,1.04199,-1.76462,-0.199487,1.60458,4.97103,0.000325212,1.6762
skill_home[525],0.272766,0.465247,1.00742,-1.276,0.207239,1.97767,4.68876,0.000306746,1.78677
skill_home[526],-0.147405,0.464197,0.99962,-1.68087,-0.220365,1.53557,4.63729,0.000303379,1.80962
skill_home[527],-0.0309736,0.46485,1.00326,-1.57365,-0.0988333,1.64808,4.65799,0.000304733,1.79787
skill_home[528],0.0433998,0.466306,1.02327,-1.53858,-0.0117707,1.76544,4.81547,0.000315036,1.73201
skill_home[529],-0.339065,0.465989,1.02446,-1.9217,-0.405448,1.38471,4.83328,0.000316201,1.72156
skill_home[530],-0.147263,0.467966,1.01544,-1.71036,-0.218464,1.56159,4.70848,0.000308036,1.77174
skill_home[531],-0.148889,0.466741,1.0129,-1.70295,-0.220571,1.55773,4.70956,0.000308107,1.7737
skill_home[532],-0.640548,0.463505,1.00174,-2.17869,-0.710445,1.04539,4.67089,0.000305577,1.79265
skill_home[533],-0.567948,0.465131,1.00846,-2.12433,-0.633595,1.12553,4.70072,0.000307529,1.78007
skill_home[534],0.150758,0.466456,1.01678,-1.42634,0.0854934,1.86342,4.75152,0.000310852,1.75718
skill_home[535],-0.262284,0.465446,1.00499,-1.79625,-0.334444,1.43391,4.66217,0.000305006,1.79531
skill_home[536],-0.148159,0.465979,1.01406,-1.71251,-0.2116,1.56261,4.73578,0.000309822,1.76178
skill_home[537],-0.340948,0.465995,1.00259,-1.87792,-0.412003,1.3473,4.62894,0.000302832,1.80588
skill_home[538],0.315804,0.465654,1.0051,-1.23462,0.24629,2.01107,4.65902,0.0003048,1.79794
skill_home[539],0.0464326,0.467598,1.02767,-1.54764,-0.014203,1.77739,4.83018,0.000315998,1.7246
skill_home[540],0.154944,0.466311,1.01852,-1.41888,0.0933734,1.86561,4.77076,0.000312111,1.74693
skill_home[541],-0.400024,0.467415,1.00145,-1.93008,-0.475996,1.28195,4.59038,0.00030031,1.82696
skill_home[542],-0.0321808,0.466656,1.00756,-1.58756,-0.104126,1.6652,4.66172,0.000304977,1.79138
skill_home[543],-0.261271,0.46627,1.00503,-1.80667,-0.330569,1.43864,4.64603,0.00030395,1.79685
skill_home[544],-0.442518,0.465557,1.01524,-2.01302,-0.512405,1.27202,4.75548,0.000311111,1.75601
skill_home[545],0.444106,0.466949,1.00431,-1.09299,0.370759,2.14188,4.62587,0.000302632,1.81189
skill_home[546],-0.338889,0.466224,1.02435,-1.92218,-0.400623,1.38984,4.82734,0.000315812,1.72778
skill_home[547],-0.340605,0.464516,0.991927,-1.86262,-0.411802,1.33029,4.55992,0.000298317,1.84189
skill_home[548],-0.262397,0.465665,1.00356,-1.81409,-0.328146,1.41896,4.64448,0.000303849,1.79766
skill_home[549],0.375354,0.465389,1.00359,-1.17222,0.311643,2.06046,4.6503,0.00030423,1.80089
skill_home[550],-0.148353,0.466421,1.01295,-1.70914,-0.21757,1.55234,4.71648,0.00030856,1.76953
skill_home[551],-0.146376,0.466586,1.01386,-1.71029,-0.21238,1.55838,4.72163,0.000308897,1.76597
skill_home[552],0.150358,0.466323,1.01713,-1.4226,0.0822593,1.87881,4.75747,0.000311241,1.75411
skill_home[553],-0.14401,0.464904,1.00023,-1.6775,-0.216145,1.54989,4.62886,0.000302827,1.81118
skill_home[554],-0.262228,0.466056,1.00636,-1.81566,-0.334389,1.43397,4.66265,0.000305038,1.79119
skill_home[555],0.347698,0.466025,1.00525,-1.19914,0.278535,2.04122,4.65292,0.000304401,1.79735
skill_home[556],0.0421648,0.466574,1.02419,-1.54661,-0.0192788,1.7551,4.81858,0.000315239,1.72811
skill_home[557],0.0458205,0.468103,1.02758,-1.54703,-0.0222632,1.77064,4.81894,0.000315262,1.73047
skill_home[558],-0.146061,0.467652,1.03969,-1.76074,-0.207279,1.60083,4.94266,0.000323357,1.68652
skill_home[559],-0.227101,0.464817,0.996382,-1.75565,-0.297496,1.45316,4.59502,0.000300613,1.82074
skill_home[560],0.150309,0.466943,1.01771,-1.41993,0.0835476,1.86409,4.7503,0.000310772,1.75878
skill_home[561],-0.443495,0.466069,1.01593,-2.00745,-0.504828,1.26874,4.75142,0.000310846,1.75209
skill_home[562],-0.341087,0.465697,1.00265,-1.87572,-0.412303,1.35386,4.63548,0.00030326,1.80529
skill_home[563],-0.51616,0.465047,1.00952,-2.07634,-0.588619,1.17497,4.71232,0.000308288,1.77173
skill_home[564],0.0446111,0.468065,1.02645,-1.54383,-0.0177929,1.7764,4.80914,0.000314621,1.73277
skill_home[565],-0.147043,0.464918,0.997467,-1.6726,-0.221377,1.53945,4.60305,0.000301139,1.82095
skill_home[566],-0.264697,0.466518,1.00639,-1.81094,-0.33082,1.42727,4.65369,0.000304452,1.79274
skill_home[567],-0.261448,0.466222,1.00637,-1.80626,-0.330735,1.43416,4.65942,0.000304826,1.79575
skill_home[568],-0.147224,0.465996,1.01308,-1.70841,-0.216875,1.5654,4.72629,0.000309201,1.76828
skill_home[569],0.0449393,0.466689,1.02397,-1.53863,-0.0256429,1.77108,4.81411,0.000314947,1.72936
skill_home[570],-0.515006,0.46379,1.00725,-2.07324,-0.588238,1.18137,4.71661,0.000308568,1.77056
skill_home[571],-0.259402,0.465838,1.00723,-1.80703,-0.326512,1.44586,4.67501,0.000305846,1.79316
skill_home[572],-0.290573,0.466357,0.996456,-1.81294,-0.367129,1.38601,4.56541,0.000298676,1.83785
skill_home[573],-0.0326731,0.466072,1.00704,-1.58647,-0.101696,1.66384,4.66862,0.000305428,1.7899
skill_home[574],-0.566358,0.466308,1.00966,-2.11987,-0.636817,1.13885,4.68817,0.000306707,1.78235
skill_home[575],0.349561,0.465372,1.00301,-1.18871,0.278428,2.03833,4.64531,0.000303903,1.80312
skill_home[576],0.148134,0.467067,1.0167,-1.41915,0.0783894,1.86367,4.73833,0.000309989,1.76143
skill_home[577],-0.144425,0.467047,1.01175,-1.69965,-0.214481,1.56135,4.69277,0.000307008,1.77665
skill_home[578],-0.259877,0.46438,1.00148,-1.80579,-0.3219,1.42322,4.65086,0.000304267,1.79928
skill_home[579],-0.569393,0.464295,1.00757,-2.1236,-0.638955,1.1381,4.70933,0.000308092,1.77757
skill_home[580],-0.337139,0.466124,1.02438,-1.93245,-0.40037,1.38517,4.82967,0.000315965,1.72436
skill_home[581],0.346269,0.465451,1.00237,-1.19035,0.28486,2.03829,4.63779,0.000303412,1.80391
skill_home[582],-0.147565,0.465493,1.0125,-1.71008,-0.209122,1.55781,4.73111,0.000309517,1.76531
skill_home[583],-0.14868,0.46599,1.01109,-1.70693,-0.214792,1.55801,4.7079,0.000307998,1.7703
skill_home[584],-0.339812,0.468054,1.02712,-1.93271,-0.39892,1.39237,4.81561,0.000315045,1.73125
skill_home[585],0.152241,0.46643,1.01585,-1.41055,0.0870324,1.86316,4.74339,0.00031032,1.7584
skill_home[586],-0.0309999,0.466132,1.00736,-1.58491,-0.0969919,1.66776,4.67034,0.000305541,1.79294
skill_home[587],0.276737,0.466129,1.00952,-1.28311,0.209823,1.9745,4.69049,0.000306859,1.78464
skill_home[588],-0.51417,0.466804,1.01023,-2.07172,-0.583271,1.19287,4.68348,0.000306401,1.78027
skill_home[589],-0.288242,0.46473,0.995352,-1.81189,-0.359647,1.38714,4.58725,0.000300105,1.83061
skill_home[590],0.22145,0.465715,1.01005,-1.3402,0.156433,1.92565,4.70371,0.000307724,1.77529
skill_home[591],0.104912,0.465404,0.999922,-1.42953,0.0320789,1.78042,4.61606,0.00030199,1.81601
skill_home[592],0.0453284,0.466399,1.02413,-1.54199,-0.0160811,1.76919,4.82168,0.000315442,1.72984
skill_home[593],0.349359,0.467015,1.00749,-1.19512,0.282727,2.04334,4.65394,0.000304468,1.79974
skill_home[594],0.0420846,0.464994,1.02203,-1.53844,-0.0170387,1.76458,4.83091,0.000316046,1.72412
skill_home[595],-0.0323132,0.465641,1.00584,-1.57931,-0.0978647,1.65599,4.66607,0.000305261,1.79656
skill_home[596],0.225785,0.465121,1.01078,-1.32088,0.15323,1.93558,4.72264,0.000308962,1.76578
skill_home[597],-0.146996,0.467293,1.04138,-1.75717,-0.20907,1.60937,4.96632,0.000324905,1.67812
skill_home[598],-0.146201,0.466629,1.01109,-1.70869,-0.213053,1.55684,4.69501,0.000307155,1.77759
